1.000000000000000000e+00 -4.745869869869869945e+03 6.415819142465789549e-02 2.860969676123443790e-03
1.199999999999999956e+00 -4.691299299299299491e+03 1.041234316287147077e-01 4.833605613646847245e-03
1.399999999999999911e+00 -4.615595595595596023e+03 1.774731099713224847e-01 7.138043332224089550e-03
1.600000000000000089e+00 -4.506070070070069960e+03 2.616652738824911117e-01 1.211670167909242868e-02
1.800000000000000044e+00 -4.313317317317317247e+03 4.326868115535794646e-01 1.983619245321608868e-02
2.000000000000000000e+00 -4.000512512512512330e+03 7.340197791384981407e-01 3.139333275361466669e-02
2.200000000000000178e+00 -3.551179179179179300e+03 1.093884539657585142e+00 4.506432424842005818e-02
2.400000000000000355e+00 -2.957029029029029061e+03 1.027630836263913716e+00 4.561110266252246803e-02
2.600000000000000089e+00 -2.555511511511511344e+03 6.941939346220549201e-01 3.257846646155343473e-02
2.799999999999999822e+00 -2.260872872872872904e+03 4.767644611374055041e-01 2.096220234484468328e-02
3.000000000000000000e+00 -2.033141141141141134e+03 3.899520453386319252e-01 1.796397701382768455e-02
