1.000000000000000000e+00 -4.992900900900900524e+03 2.371859426994563091e-02 1.214708361859634378e-03
1.199999999999999956e+00 -4.971167167167167463e+03 6.733263348990187191e-02 3.311154353309358946e-03
1.399999999999999911e+00 -4.921969969969970407e+03 1.453132927006800801e-01 6.235485690778548758e-03
1.600000000000000089e+00 -4.822434434434434479e+03 2.688837987136286078e-01 1.169350482551058217e-02
1.800000000000000044e+00 -4.649013013013012824e+03 4.351629198125077091e-01 1.924775964316698812e-02
2.000000000000000000e+00 -4.369021021021020715e+03 7.616703261820380044e-01 3.547610050143972654e-02
2.200000000000000178e+00 -3.880188188188188178e+03 1.370882007678804415e+00 6.202990733741495233e-02
2.400000000000000355e+00 -3.010034034034033994e+03 1.173250670312176114e+00 5.473928827109904305e-02
2.600000000000000089e+00 -2.570114114114114273e+03 7.555284865333375954e-01 3.316021792899850190e-02
2.799999999999999822e+00 -2.269801801801801957e+03 4.900028986515473362e-01 2.170589897966823667e-02
3.000000000000000000e+00 -2.044708708708708627e+03 3.985408623839054587e-01 1.692083874910755778e-02
