1.000000000000000000e+00 2.498196196196196070e+03 1.566985203421639898e-03 2.629028888975058331e-03
1.199999999999999956e+00 2.492436436436436452e+03 5.974545783688259629e-03 9.912844825551736863e-03
1.399999999999999911e+00 2.478958958958959101e+03 1.716611391886667740e-02 2.557943081986765663e-02
1.600000000000000089e+00 2.449839839839839897e+03 4.359318678037396588e-02 6.598248336659658098e-02
1.800000000000000044e+00 2.392688688688688671e+03 1.097626920658841682e-01 1.648332283925833253e-01
2.000000000000000000e+00 2.280724724724724638e+03 3.846877476074673785e-01 6.181033768614984103e-01
2.200000000000000178e+00 1.988124124124124137e+03 2.929097935864702684e+00 6.704739674287637285e+00
2.400000000000000355e+00 5.281401401401401472e+02 1.934950623629969257e+01 2.440766932848006476e+01
2.600000000000000089e+00 2.360900900900900865e+02 5.014395917747269671e+00 7.971507461530157101e+00
2.799999999999999822e+00 1.639639639639639768e+02 2.077110067596553922e+00 3.450630001643232525e+00
3.000000000000000000e+00 1.341741741741741691e+02 1.392028521013506159e+00 2.205190454089321683e+00
